TITRE;CATEGORIE;GENRE;REALISATEUR;ORIGINE;ACTEUR;CLASSEUR;NUMERO;TYPE;ZONE;ANNEE;LANGUE;COMMENTAIRES;VOIR;;;;;;;;;
Bloody Sunday;Drame;Historique;Irlande;GB;;;;DVD;2;2002;Fr-Ang;;;;;;;;;;;
Blues Brothers;Comedie;Humour;John Landis;USA;John Belushi - Dan Aykrod - Carrie Fisher;;;DVD;;1980;Fr-Ang-Itl-Esp-All-Holl;;;;;;;;;;;
Bob Morane : Les Mondes d'Ananké;Jeunesse;Dessins Animés;Henri Vernes;France;;;;DVD;2;;Fr-Ang;;;;;;;;;;;
Bob Morane contre L'Ombre Jaune;Jeunesse;Dessins Animés;Henri Vernes;France;;;;DVD;2;;Fr-Ang;;;;;;;;;;;
Bobby Jones;Divers;Biographie;;USA;Jim Caviezel -  Claire Forlani - Jeremy Northam - Malcolm Mc Dowell;;;DVD;;2003;Fr-Ang-Esp;;;;;;;;;;;
Bohemian Rhapsody;Musique;Biographie;Bryan Singer;USA;Rami Malek - Gwilym Lee - Lucy Boynton - Ben Hardy - Joseph Mazzello - Aidan Gillen;;;DVD;2;2018;Fr-Ang;;OUI;;;;;;;;;
Bon Chien;Jeunesse;Humour;;USA;Molly Shannon - Liam Aiken - Kevin Nealon;;;DVD;1;2003;Fr-Ang-Esp;;;;;;;;;;;
Bon Cop - Bad Cop;Policier;Humour;Erik Canuel;Canada;Patrick Huard - Colm Feore;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Bonjour les Vacances;Comedie;Comedie;Chevy Chase;USA;Beverly d'Angelo - Imogene Coca - Randy Quaid;;;DVD;1;;Fr-Ang-Esp-Port;;;;;;;;;;;
Bonjour les Vacances 2;Comedie;Comedie;Chevy Chase;USA;Beverly d'Angelo - Dana Hill - Jason Lively - Victor Lanoux;;;DVD;1;;Fr-Ang-Esp-Port;;;;;;;;;;;
Bonjour les Vacances 3 Le Sapin a des Boules;Comedie;Comedie;Chevy Chase;USA;Beverly d'Angelo - Randy Quaid - Diane Lado;;;DVD;1;;Fr-Ang-Esp-Port;;;;;;;;;;;
Bonjour les Vacances 4 Vacances à Las Vegas;Comedie;Comedie;Chevy Chase;USA;Beverly D'Angelo - Randy Quaid;;;DVD;1;;Fr-Ang-Esp-Port;;;;;;;;;;;
Borat;Comedie;Satirique;;USA;Sacha Baron Cohen;;;DVD;2;2006;Fr-Ang-Russe;;;;;;;;;;;
Borgia (1) : 12 épisodes;Drame;Historique;Tom Fontana;FR-ALL;John Doman - Mark Ryder - Stanley Weber - Isolda Dychauk;;;DVD;2;2011;Fr-Ang;Série Borgia;;;;;;;;;;
Borgia (2) : 12 épisodes;Drame;Historique;Tom Fontana;FR-ALL;John Doman - Mark Ryder - Isolda Dychauk - Diarmuid Noyes -  Assumpta Serna;;;DVD;2;2013;Fr-Ang;Série Borgia;;;;;;;;;;
Borgia (3) : 14 épisodes;Drame;Historique;Tom Fontana;FR-ALL;John Doman - Mark Ryder - Isolda Dychauk - Diarmuid Noyes -  Assumpta Serna;;;DVD;2;2014;Fr-Ang;Série Borgia;;;;;;;;;;
Braveheart;Action;Historique;Mel Gibson;USA;Mel Gibson;;;DVD;2;1995;Fr-Ang;;;;;;;;;;;
Bref : Episode 1 à 40;Humour;Satirique;;France;;;;DVD;2;2011;Fr;;;;;;;;;;;
Bréves de Comptoir;Comedie;Humour;Jean-Michel Ribes;France;Chantal Neuwirth - Didier Bénureau - Christian Pereira - Laurent Gamelon - Annie Grégorio - Régis Lapalés - André Dussollier - valérie Mairesse - Yolande Moreau - François morel;;;DVD;2;2014;Fr;;;;;;;;;;;
Bronco Apache;Western;Aventures;;USA;Burt Lancaster;;;DVD;2;1954;;;;;;;;;;;;
Bruce Springsteen;Musique;Concert;;USA;Bruce Springsteen;;;DVD;;2001;;The complete video anthologie  1978 - 2000;;;;;;;;;;
Buena Vista Social Club;Musique;Concert;Wim Wenders;ALL-CUB;Compay Sesundo-Ibrahim Ferrer-Ruben Gonzales - Ry Cooder;;;DVD;;1999;;;;;;;;;;;;
Bullit;Policier;Thriller;Peter Yates;USA;Steve McQueen - Robert Vaughn - Jacqueline Bisset;;;DVD;2;1968;Fr-Ang-Itl;;;;;;;;;;;
Burn After Reading;Comedie;Humour;;USA;Brad Pitt - George Clooney - John malkovich;;;DVD;;2008;Fr-Ang;;;;;;;;;;;
Buzz l'Eclair;Jeunesse;Dessins Animés;Walt Disney;USA;;;;DVD;1;;Ang;;;;;;;;;;;
Caillou;Jeunesse;Baby;;Canada;;;;DVD;;2000;Fr-Ang;;;;;;;;;;;
Camping (1);Comedie;Humour;Fabien Onteniente ;France;Franck Dubosc - Gerard lanvin - Mathilde Seigner - Claude Brasseur - Mylene Demongeot;;;DVD;2;2006;Fr;;;;;;;;;;;
Camping (2);Comedie;Humour;Fabien Onteniente ;France;Franck Dubosc - Richard Anconina - Mathilde Seigner - Claude Brasseur - Mylene Demongeot;;;DVD;2;2010;Fr;;;;;;;;;;;
Capitaine Alatriste;Action;Historique;Agustin Diaz Yanes;Espagne USA;Viggo Mortensen - Elena Anaya - Javier Camara - Antonio Dechent - Juan Echanove;;;DVD;2;2006;Fr-Esp;;;;;;;;;;;
Capitaine Conan;Guerre;1er Guerre Mond.;Bertrand Tavernier;France;Philippe Torreton - Samuel Le Bihan - Bernard Le Coq - Claude Rich;;;DVD;2;1996;Fr;;;;;;;;;;;
Capitaine des Ténèbres;Guerre;Historique;Afrique - Serge Moati;France;Manuel Blanc - Richard Bohringer - Patrick Mille;;;DVD;2;2010;Fr;;;;;;;;;;;
Capitaine Sky et le Monde de Demain;Science Fiction;Fantastique;;USA;Jude Law - Gwyneth Paltrow - Angelina Jolie;;;DVD;1;2004;Fr-Ang;;;;;;;;;;;
Carlos Le Terroriste qui a Fait Trembler le Monde - Partie 1;Policier;Historique;Oliver Assayas;France;Edgar Ramirez - Alexander Scheer -Nora Van Waldstatten - Christoph Bach;;;DVD;2;2010;Fr-Ang-Esp;;;;;;;;;;;
Carlos Le Terroriste qui a Fait Trembler le Monde - Partie 2;Policier;Historique;Oliver Assayas;France;Edgar Ramirez - Alexander Scheer -Nora Van Waldstatten - Christoph Bach;;;DVD;2;2010;Fr-Ang-Esp;;;;;;;;;;;
Carlos Le Terroriste qui a Fait Trembler le Monde - Partie 3;Policier;Historique;Oliver Assayas;France;Edgar Ramirez - Alexander Scheer -Nora Van Waldstatten - Christoph Bach;;;DVD;2;2010;Fr-Ang-Esp;;;;;;;;;;;
Carmen;Musique;Opéra;Bizet;FR-ITL;Julia MINGENES-JOHNSON - DOMINGO - RAIMONDI;;;DVD;;1984;;;;;;;;;;;;
Cars;Jeunesse;Dessins Animés;Walt Disney;USA;;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Casper;Jeunesse;Dessins Animés;;USA;;;;DVD;1;1995;Fr-Ang-Esp;;;;;;;;;;;
Cats;Musique;Com. Musicale;T.S. Eliot;GB;;;;DVD;;1998;;;;;;;;;;;;
Cendrillon;Fantastique;Romantique;Kenneth Branagh;USA;Lily James - Cate Blanchett - Richard Madden - Stellen Skarsgard - Holliday Grainger;;;DVD;2;2015;Fr-Ang;;OUI;;;;;;;;;
Centurion;Action;Péplum;Neil Marshall;USA;Michael fassbender - Dominic West - Olga Kurylenko;;;DVD;2;2009;Fr-Ang;;;;;;;;;;;
Ces Jours Qui Ont Changé le Monde 01;Documentaire;Histoire;BBC;GB;La Naissance de l'Aviation - Le Premier Homme sur la Lune;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Ces Jours Qui Ont Changé le Monde 02;Documentaire;Histoire;BBC;GB;L'attaque de Pearl Harbor;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Ces Jours Qui Ont Changé le Monde 03;Documentaire;Histoire;BBC;GB;La Découverte du Tombeau de Toutenkhamon - Champollion et la Pierre de Rosette;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Ces Jours Qui Ont Changé le Monde 04;Documentaire;Histoire;BBC;GB;La Mort de Ceausescu - La fuite du Shah d'Iran;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Ces Jours Qui Ont Changé le Monde 05;Documentaire;Histoire;BBC;GB;La Nuit de Cristal - La Naissance de l'Etat d'Israel;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Ces Jours Qui Ont Changé le Monde 06;Documentaire;Histoire;BBC;GB;Les Espions Burgess et MacLean - L'éxecution des Rosenberg;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Ces Jours Qui Ont Changé le Monde 07;Documentaire;Histoire;BBC;GB;La Première Réaction Nucléaire - La Catastrophe de Tchernobyl;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Ces Jours Qui Ont Changé le Monde 08;Documentaire;Histoire;BBC;GB;La Guerre des Mondes à la Radio - Le Journal Secret d'Hitler;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Ces Jours Qui Ont Changé le Monde 09;Documentaire;Histoire;BBC;GB;Septembre Noir : Un Détournement Historique - L'attentat de Lockerbie;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Ces Jours Qui Ont Changé le Monde 10;Documentaire;Histoire;BBC;GB;L'assassinat de Martin Luther King - La Libération Nelson Mandela;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Ces Jours Qui Ont Changé le Monde 11;Documentaire;Histoire;BBC;GB;La Première Transmission Radio - Le Premier Vol du Concorde vers New York;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Ces Jours Qui Ont Changé le Monde 12;Documentaire;Histoire;BBC;GB;La Découverte du Premier Dinosaure - La Supercherie de Pitdown;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Ces Jours Qui Ont Changé le Monde 13;Documentaire;Histoire;BBC;GB;Hiroshima;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Ces Jours Qui Ont Changé le Monde 14;Documentaire;Histoire;BBC;GB;Le Procés de Galilée - Le Vol de Iouri Gagarine;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Ces Jours Qui Ont Changé le Monde 15;Documentaire;Histoire;BBC;GB;La Grande Guerre : La Trêve de Noel;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Ces Jours Qui Ont Changé le Monde 16;Documentaire;Histoire;BBC;GB;La Catastrophe du Hindenburg - L'explosion de Challenger;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Ces Jours Qui Ont Changé le Monde 17;Documentaire;Histoire;BBC;GB;L'avion Espion U2 - L'échange du Colonel Rudolf Abel;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Ces Jours Qui Ont Changé le Monde 18;Documentaire;Histoire;BBC;GB;Proche Orient : La Guerre de Six Jours;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Ces Jours Qui Ont Changé le Monde 19;Documentaire;Histoire;BBC;GB;L'assassinat de J.F. Kennedy - La démission de Richard Nixon;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Ces Jours Qui Ont Changé le Monde 20;Documentaire;Histoire;BBC;GB;L'assassinat d'Abraham Lincoln - L'attentat d'Oklahoma City;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Ces Merveilleux Fous Volants Dans Leurs Drôles de Machines;Jeunesse;Aventures;;USA;jean Pierre Cassel - Stuart Whitman - Alberto Sordi;;;DVD;2;1965;Fr-Ang-Itl-Esp-All-Holl;;;;;;;;;;;
C'est Pas Sorcier: La Conquête du Ciel;Documentaire;Société;Emission Télé;France;Fred - Jamy - Sabine;;;DVD;2;2003;Fr;;;;;;;;;;;
Chair de Poule;Comedie;Fantastique;Rob Letterman;USA;Jack Black - Dylan Minnette - Odeya Rush - Amy Ryan - Ryan Lee - Jillian Bell ;;;DVD;2;2015;Fr-Ang-All;;A REVOIR;;;;;;;;;
Chantons Sous la Pluie;Musique;Com. Musicale;;USA;Gene Kelly;;;DVD;;1951;;;;;;;;;;;;
Chaplin;Divers;Biographie;Richard Attenborough;USA;Robert Downey Jr - Geraldine Chaplin;;;DVD;;1992;;;;;;;;;;;;
Charade;Comedie;Policier;Stanley Donen;USA;Cary Grant - Audrey Hepburn;Bur;Coffret;DVD;2;1963;Ang;;;;;;;;;;;
Charlie & la Chocolaterie;Jeunesse;Fantastique;Tim Burton;USA;Johnny Depp - Roal Dahl - Freddie Highmore;;;DVD;2;2005;Fr-Ang;;;;;;;;;;;
Charlie et ses Droles de Dames;Policier;Aventures;McG;USA;Cameron Diaz - Drew Barrymore - Lucy Liu;;;DVD;2;2000;;;;;;;;;;;;
Chasseur Blanc, cœur Noir;Action;Aventures;Afrique - Clint Eastwood;USA;Clint Eastwood;;;DVD;2;1990;Fr-Ang-Itl;Perdu A racheter ou enregistrer;;;;;;;;;;
Chasseurs de Dragons;Jeunesse;Dessins Animés;;France;;;;DVD;2;2007;Fr;;;;;;;;;;;
Che 1ere Partie l'Argentin;Guerre;Historique;;;Benecio Del Toro;;;DVD;2;2008;;;;;;;;;;;;
Che 2eme Partie Guerilla;Guerre;Historique;;;Benecio Del Toro;;;DVD;2;2008;;;;;;;;;;;;
Cheval de Guerre;Guerre;1er Guerre Mond.;Steven Spielberg;USA;Emily Watson - David Thewlis - Peter Mullan - Niels Arestrup - Jeremy Irvine;;;DVD;2;2012;Fr-Ang;;;;;;;;;;;
Chevalier;Action;Aventures;Brian Helgeland;USA;Heath Ledger - Mark Addy - Paul Bettany - Rufus Sewell - Alan Tudyk; ;;DVD;2;2001;Fr-Ang;;;;;;;;;;;
Chicago;Musique;Com. Musicale;;USA;Renée Zellweger - Richard Gere - Catherine Zeta-Jones;;;DVD;;2002;;;;;;;;;;;;
Chicken Little;Jeunesse;Dessins Animés;Walt Disney;USA;;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Chicken Run;Jeunesse;Dessins Animés;Dreamworks;USA;;;;DVD;2;2000;Fr-Ang;;;;;;;;;;;
Children of Men;Science Fiction;SF;;GB;Clive Owen - Julianne Moore - Michael Caine;;;DVD;1;2006;Fr-Ang-Esp;;;;;;;;;;;
Chitty Chitty Bang Bang;Jeunesse;Com. Musicale;Ian Fleming;USA;Dick Van Dyke - Sally Ann Howes - Lionel Jeffries - Benny Hill - Gert Frobe - Anna Quayle;;;DVD;1;1968;Fr-Ang;;;;;;;;;;;
Chroniques de Mutants;Science Fiction;Frisson;;GB;Thomas JANE - Ron PERLMAN - J. MALKOVITCH;;;DVD;1;2008;Fr-Ang;;;;;;;;;;;
Chungkai Le Camp des Survivants;Guerre;2e Guerre Mond. Pacifique;David L. Cunningham;;Robert Carlyle - Kiefer Sutherland - Ciaran Mc McMenamin;;;DVD;2;2001;Fr-Ang;;;;;;;;;;;
Cinéactualités;Documentaire;Histoire;;France;;;;DVD;2;2009;;;;;;;;;;;;
Cleaner;Policier;Thriller;;USA;Samuel L. Jackson - Ed Harris - Eva Mendes;;;DVD;2;2006;Fr-Ang;;;;;;;;;;;
Cléopâtre;Action;Péplum;Joseph L. Mankiewicz;USA;Elizabeth Taylor - Richard Burton - Rex Harrison;;;DVD;2;1963;Fr-Ang;;;;;;;;;;;
Cloud Atlas;Science Fiction;Fantastique;;USA;Tom Hanks - Halle Berry - Jim Broadbent - Hugo Weaving - Doona Bae - Zhou Xun - Jim Sturgess;;;DVD;2;2012;Fr-Ang-Esp;;;;;;;;;;;
Cœur de Dragon 2 Un nouveau Départ;Heroic Fantaisy;Fantastique;;USA;Chris Masterson;;;DVD;;1999;Fr-Ang-All-Itl-Esp;;;;;;;;;;;
Coéxister;Comedie;Humour;Fabrice Eboué;France;Fabrice Eboué - Audrey Lamy - Ramzy Bedia - Jonathan Cohen - Guillaume De Tonquédec;;;DVD;2;2017;Fr;;;;;;;;;;;
Cold Skin;Fantastique;Frisson;Xavier Gens;Fr-Esp;David Oakes - Ray Stevenson - Aura Garrido - Ivan Gonzales - John Benfield - Ben Temple;;;DVD;2;2017;Fr-Ang;;;;;;;;;;;
Comme une Image;Comedie;Société;Agès Jaoui;France;Marilou Berry - Jean Pierre Bacri;;;DVD;2;2004;Fr;;;;;;;;;;;
Conan le Barbare 1;Heroic Fantaisy;Fantastique;John Milius;USA;Arnold Schwarznegger;;;DVD;;1982;Fr-Ang;;;;;;;;;;;
Conan le Barbare 2 Le Destructeur;Heroic Fantaisy;Fantastique;Richard Fleischer;USA;Arnold Schwarznegger - Grace Jones;;;DVD;;1984;Fr-Ang;;;;;;;;;;;
Congo;Fantastique;Frisson;;USA;Dylan Walsh - Laura Linney - Ernie Hudson - Joe Don Baker;;;DVD;1;1995;Fr-Ang;;;;;;;;;;;
Constantine;Fantastique;Frisson;;USA;Keanu REEVES - Rachel WEISZ;;;DVD;;2005;Fr-Ang;;;;;;;;;;;
Corto Maltese La Cour secréte des Arcanes;Jeunesse;Aventures;;FR-ITL-LUX;;;;DVD;2;2002;Fr;;;;;;;;;;;
Coup de Foudre à Bollywood;Comedie;Bollywood;;Inde;Aishwarya Rai - Martin Henderson - Daniel Gillies;;;DVD;;2004;Fr-Ang;;;;;;;;;;;
Coup de Foudre à Notting Hill;Comedie;Humour;;GB-USA;Hugh Grant - Julia Roberts - Rhys Ifans;;;DVD;;1999;Fr-Ang-All;;;;;;;;;;;
Coup de Torchon;Comedie;Société;Afrique - Bertrand Tavernier;France;Philippe Noiret - Isabelle Hupert - Eddy Mitchell -  Jean Pierre Marielle - Guy marchand;;;DVD;;1981;Fr;;;;;;;;;;;
Cowboys & Envahisseurs;Western;SF;;USA;Daniel Craig - Harrison Ford - Olivia Wilde;;;DVD;2;2011;Fr-Ang;;;;;;;;;;;
Coyote Ugly;Comedie;Musicale;David McNally;USA;Piper Perabo - Adam Garcia - Maria Bello;;;DVD;;2000;Fr-Ang;;;;;;;;;;;
Crazy Heart;Musique;Biographie;Scott Cooper;USA;Jeff Bridges - Maggie Gyllenhaal;;;DVD;2;2009;Fr-Ang;;;;;;;;;;;
Créance de Sang;Policier;Thriller;;USA;Clint Eastwood;;;DVD;2;2002;Fr-Ang-Itl;;;;;;;;;;;
Crimes à Oxford;Policier;Thriller;;GB;Elijah Wood - John Hurt;;;DVD;2;2008;Fr-Ang;;;;;;;;;;;
Crimson Peak;Fantastique;Frisson;Guillermo Del Toro;USA;Mia Wasikowska - Tom Hiddleston - Jessica Chastain - Charlie Hunman - Jim Beaver;;;DVD;2;2015;Fr-Ang-Esp;;;;;;;;;;;
Cris et Chuchotements;Drame;Société;Ingmar Bergman;Suede;Harriet Andresson - Ingrid Thulin;Bur;Coffret;DVD;2;1972;Fr-Suedois;;;;;;;;;;;
Croisades;Action;Aventures;Nick Powell;USA-FR-GB-NDL;Nicolas Cage - Hayden Christensen - Yifei Liu - Andy On - Byron Lawson - Anoja dias Bolt;;;DVD;2;2014;Fr-Ang;;;;;;;;;;;
Croix de Fer;Guerre;2e Guerre Mond.;Sam Peckinpah;USA;James Coburn - James Mason - Maximilian Schell;;;DVD;2;1976;Fr-Ang-Esp;;;;;;;;;;;
Da Vinci Code;Policier;Thriller;Ron Howard;USA;Tom Hanks - Audrey Tautou - Jean Reno;;;DVD;2;2006;Fr-Ang;Saga Da Vinci Code 1 Version Longue;;;;;;;;;;
Dance With Me;Comedie;;;USA;Antonio Banderas;;;DVD;;2007;;;;;;;;;;;;
Dans La Brume Electrique;Policier;Thriller;Bertrand Tavernier;USA;Tommy Lee Jones - Peter Sarsgaard;;;DVD;2;2009;Fr-Ang;;;;;;;;;;;
Dans La Peau de Jacques Chirac;Humour;Satirique;;France;Karl Zero;;;DVD;2;2006;;;;;;;;;;;;
Dans la Vallée d'Elah;Policier;Irak;Paul Haggis;USA;Tmmy Lee Jones - Charlize Theron - Susan Sarandon;;;DVD;;2006;Fr-Ang;;;;;;;;;;;
Danse Avec les Loups;Western;Secession;Kevin Costner;USA;Kevin Costner - Mary Mc Donnell - Graham Greene - Rodney A. Grant;;;DVD;2;1990;;;;;;;;;;;;
Dante 01;Science Fiction;Frisson;;France;Lambert Wilson - Linh-Dan Pham;;;DVD;2;2008;Fr;;;;;;;;;;;
De la Retirada a la Reconquista;Documentaire;Historique;Emile Navarro - Aymone de Chantérac;France;;;;DVD;2;2012;Fr;;;;;;;;;;;
De l'Or pour les Braves;Guerre;2e Guerre Mond.;Brian G. Hutton;USA;Clint Eastwood - Telly Savalas - Don Rickles - Carrol O'Connor - Donald Sutherland;;;DVD;1;1970;Fr-Ang;;;;;;;;;;;
Deadpool;Science Fiction;Super héros;Tim Miller;USA-CAN;Ryan Reynolds - Morena Baccarin - Ed Skrein - Gina Carano - Brianna Hildebrand - T.J. Miller;;;DVD;2;2016;Fr-Ang;;;;;;;;;;;
Deadpool 2;Science Fiction;Super héros;David Leitch;USA;Ryan Reynolds - Morena Baccarin - Josh Brolin - Brianna Hildebrand - Julian Dennison;;;DVD;2;2018;Fr-Ang;;;;;;;;;;;
Deep Impact;Science Fiction;Catastrophe;;USA;Robert Duval - Téa Leoni - Elijah Wood - Vanessa Redgrave - Morgan Freeman;;;DVD;2;1998;Fr-Ang-Itl-Esp;;;;;;;;;;;
Demineurs;Guerre;Irak;Kathryn Bigelow;USA;Jeremy Renner - Evangeline Lilly - Ralph Fiennes;;;DVD;2;2008;Fr-Ang;;;;;;;;;;;
Dernier Pub avant la Fin du Monde;Comedie;Parodie;;;Gary King - Nick Frost - Paddy Considine - Eddie Marsan - Rosemund Pike;;;DVD;2;2013;Fr-Ang-Itl-Esp;;;;;;;;;;;
Dernier Train pour Busan;Fantastique;Frisson;Sang-Ho Yeon;Sud Corée;Gong Yoo - Yumi Jung - Ma Dong-seok - Woo-sik Choi - Kim Soo-Ahn - Eui-Sung Kim;;;DVD;2;2016;Fr-Coréen;;;;;;;;;;;
Deux Fréres;Jeunesse;Nature;Jean Jacques Annaud;France;Guy Pearce - Jean Claude Dreyfus;;;DVD;2;2004;Fr-Ang;;;;;;;;;;;
Deux Sœurs Pour un Roi;Drame;Historique;;GB;Nathalie Portman;;;DVD;2;2008;;;;;;;;;;;;
Devil's Fire (The Blues de Martin Scorcese  (4-7);Documentaire;Musicale;Charles Burnett;USA;Tommy Redmond Hicks - Nathaniel Lee Jr.;;;DVD;2;2003;Ang;The Blues de Martin Scorcese ;OUI;;;;;;;;;
Diamants sur Canape;Comedie;Humour;;USA;Audrey Hepburn - George Peppard;;;DVD;2;1961;Fr-Ang-Esp-Itl;;;;;;;;;;;
Diary Of The Dead;Fantastique;Frisson;George A. Romero;USA;;;;DVD;;2007;Fr-Ang;;;;;;;;;;;
Didier;Comedie;Humour;Alain Chabat;FR-Belge;Alain Chabat - Jean Pierre Bacri;;;DVD;;1996;Fr;;;;;;;;;;;
Die Hard 4 Retour en Enfer;Policier;Thriller;;USA;Bruce Willis;;;DVD;2;2007;Fr-Ang;;OUI;;;;;;;;;
Dinosaure;Jeunesse;Dessins Animés;Walt Disney;USA;;;;DVD;1;2000;Fr-Ang;;;;;;;;;;;
Dinotopia 1;Science Fiction;Fantastique;;USA;;;;DVD;2;;Fr-Ang;Série Dinotopia;;;;;;;;;;
Dinotopia 2;Science Fiction;Fantastique;;USA;;;;DVD;2;;Fr-Ang;Série Dinotopia;;;;;;;;;;
Dinotopia 3;Science Fiction;Fantastique;;USA;;;;DVD;2;;Fr-Ang;Série Dinotopia;;;;;;;;;;
Dinotopia 4;Science Fiction;Fantastique;;USA;;;;DVD;2;;Fr-Ang;Série Dinotopia;;;;;;;;;;
Dinotopia 5;Science Fiction;Fantastique;;USA;;;;DVD;2;;Fr-Ang;Série Dinotopia;;;;;;;;;;
Dinotopia 6;Science Fiction;Fantastique;;USA;;;;DVD;2;;Fr-Ang;Série Dinotopia;;;;;;;;;;
Dirty Dancing;Musique;Com. Musicale;;USA;Jennifer Grey - Patrick Swaye;;;DVD;;1987;;;;;;;;;;;;
Discworld;Heroic Fantaisy;Fantastique;Terry Pratchett;;Sean Astin - Tim Curry - Christopher Lee - Jeremy Irons;;;DVD;2;2008;Fr-Ang;Saga Le Disque Monde;;;;;;;;;;
District 9;Science Fiction;SF;Neill Blomkamp;Afrique du Sud;;;;DVD;2;2009;Fr-Ang;;;;;;;;;;;
Divergente;Science Fiction;Aventures;Neil Burger;USA;Shailene Woodley - Theo James - Kate Winslet - Zoe Kravitz - Ansel Elgort - Miles Teller;;;DVD;2;2014;Fr-Ang;;;;;;;;;;;
Divergente 2: L'Insurrection;Science Fiction;Aventures;Robert Schwentke;USA;Shailene Woodley - Theo James - Octavia Spencer - Zoe Kravitz - Ansel Elgort - Miles Teller;;;DVD;2;2015;Fr-Ang;;;;;;;;;;;
Divergente 3: Au-Delà du Mur;Science Fiction;Aventures;Robert Schwentke;USA;Shailene Woodley - Theo James - Jeff Daniels - Zoe Kravitz - Ansel Elgort - Miles Teller;;;DVD;2;2016;Fr-Ang;;;;;;;;;;;
Docteur Folamour;Comedie;Satirique;Stanley Kubrick;USA;Peter Sellers - George Scott;;;DVD;2;1963;Fr-Ang;;;;;;;;;;;
Docteur Norman Bethune;Guerre;Historique;Philip Borsos;;Donald Sutherland - Helen Mirren - Helen Shaver;;;DVD;2;1992;Fr;;;;;;;;;;;
Docteur Zivago;Drame;Historique;David Lean;USA;Omar Shariff - Julie Christie - Geraldine Chaplin;;;DVD;2;1965;Fr-Ang;;;;;;;;;;;
Dolphin Tale (Histoire de Winter le dauphin);Jeunesse;Drame;Charles Martin Smith;USA;Harry Connick Jr - Ashley Judd - Nathan Gamble - Morgan freeman - Kris Kristofferson;;;DVD;1;2011;Fr-Ang-Esp;;OUI;;;;;;;;;
Don Camillo (1) Le Petit Monde de;Comedie;Humour;;France;Fernandel - Gino Cervi;;;DVD;2;1951;Fr;;;;;;;;;;;
Don Camillo (2) Le Retour de ;Comedie;Humour;;France;Fernandel - Gino Cervi;;;DVD;2;1952;Fr;;;;;;;;;;;
Don Camillo (3) La Grande Bagarre de ;Comedie;Humour;;France;Fernandel - Gino Cervi;;;DVD;2;1955;Fr;;;;;;;;;;;
Don Camillo (4) … Monseigneur !;Comedie;Humour;Carmine Gallone;France;Fernandel - Gino Cervi;;;DVD;2;1961;Fr-Itl;;;;;;;;;;;
Don Camillo (5) en russie;Comedie;Humour;;France;Fernandel - Gino Cervi;;;DVD;2;1965;Fr-Itl;;;;;;;;;;;
Don Camillo (6) et les Contestataires;Comedie;Humour;;USA;Gastone Moschin - Lionel Stander;;;DVD;2;1972;Fr-Itl;;;;;;;;;;;
Donjons & Dragons;Heroic Fantaisy;Fantastique;;USA;;;;DVD;;2001;Fr-Ang;;;;;;;;;;;
Donjons & Dragons La Puissance Suprème;Heroic Fantaisy;Fantastique;;USA;Mark Dymond - Clemency Burton-hill - Bruce payne;;;DVD;;2005;Fr-Ang;;;;;;;;;;;
Doom;Science Fiction;Frisson;Andrzej Bartkowiak;USA;Dwayne Johnson - Karl Urban - Rosamund Pike - Richard Brake - Deobia Oparei - Razaaq Adoti;;;DVD;1;2009;Fr-Ang-Esp;;;;;;;;;;;
Doute;Drame;Société;;USA;Merryl Streep - Amy Adams - Philip Seymour Hoffman;;;DVD;2;2008;Fr-Ang;;;;;;;;;;;
Downton Abbey Saison 1               (7 épisodes);Drame;Société;;GB;Maggie Smith - Hugh Bonneville;;;DVD;2;2010;Ang;Série Downton Abbey;;;;;;;;;;
Downton Abbey Saison 2                  (9 épisodes);Drame;Société;;GB;Maggie Smith - Hugh Bonneville;;;DVD;2;2011;Ang;Série Downton Abbey;;;;;;;;;;
Downton Abbey Saison 2 bis Christmas at Downton Abbey;Drame;Société;;GB;Maggie Smith - Hugh Bonneville;;;DVD;2;2011;Ang;Série Downton Abbey;;;;;;;;;;
